comment,hotel_name,source
…,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Very reasonable price in fact excellent value, excellent clean room.. slight hiccup with the cleanliness of the bath but more down to  how it was cleaned rather than the actual fixture itself. Excellent customer service in reception and restaraunt. Good waiting times for food.  Very comfortable bed with very good entertainment facilities and good charging points. And finally very good links to the airport. I was thoroughly impressed Travelodge.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Checked in tonight to hotel as Portugal in morning.  Receptionist Melissa was so helpful. Helped us with our parking issues.  This young lady has top people skills!! 👌👌.  Melissa is an amazing asset to travelodge!!! Understanding and nothing is too much trouble for her to help you with anything.  This girl deserves recognition.  Very very professional,polite,very helpful and took the time out to listen to us.  Very very happy. Thank you. ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"I stay in a lot of travelodges so when I booked this one I went for a ""super room"" but unfortunately it was a let down.   The aircon didn't work properly and after letting it run for a few minutes there was no heat coming from it, the heater supplied in the room was broken support so I didn't want to use it.   The shower that they put so much effort advertising had a very poor water flow whatever which setting I put it on.   The pillows were absolutely terrible, I always use travelodge and I know what to expect but these pillows didn't give me any support.   The walls are very thin and I heard people next door to me and for some unexplained reason they have robotic hooves in the corridor and I didnt know if guests are meant to use them but my next door visitor did at 2am  All in","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
…,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"As far as budget hotels go, I honestly think Travelodge generally needs to up its game. The staff are great but in terms of the facilities something needs to be done. This is the third Travelodge I’ve stayed at and just like the other two I felt shortchanged. My room was in dire need of some cleaning (mud on the carpet right at the entrance which could easily be seen by housekeeping so not sure how it stayed there.), bathroom had mold (seems to be a common problem because I had to have my room changed and both rooms had this issue). The room was freezing and they’d capped the A/C temperature so I was better off keeping it off because after some time it began to release cold air, soap was heavily diluted, some bulbs didn’t work... I could go on and on but I’ll just say if it","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
…,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Stayed here 3 nights for work. Room was cosy, tidy and modern. Very basic with a big bed and TV. Plenty of tea and coffee and a small shower and toilet. Only has 4 hangers to store clothes and no drawers so lived out my holdall. Bed was ok, plenty of pillows. Watch out for rooms close to main doors as you hear them opening and closing all night. Didn't eat here but do an unlimited breakfast and does food in the late evening.  Also has a bar. Staff friendly. ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"The car park is EXTORTIONATE - you have to pay £16 for 24 hours, even if you're only staying for a few hours. We stayed before and after our holiday so had to pay £32 for parking. It's a disgrace. The vending machine was broken. The cash machine was broken. But Travelodge don't care about any of these things, because they are owned privately, so not their responsibility. Other guests have no respect and make a lot of noise along the corridors and in their rooms throughout the night. The air conditioning unit whirrs all night long, even when turned off. The bathroom door didn't close - handle broken. The shower head was clogged up with limescale. The wifi signal was non-existent in our room. It might  be a cheap and convenient place to stay for a night when heading off or","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
…,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Shout out to TravelLodge for sparing us the ordeal of the rush hour M25 lottery. Up refreshe and ready to board. £38 for a large clean room with a great bed, decent shower, bar, and pleasant staff. Can't see how to fault it. You could pay treble this and do no better,","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Had a lovely experience, massive improvement from the last time I stayed. Excellent customer service, especially from Will who I had a great conversation with. He went the extra mile to make my stay worth it. All staff were great!","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Value for money and all the staff were excellent...I'll be returning back here on my way home...Recommend to anybody visiting and travelling to nearby Gatwick...I'll be using this hotel on a regular basis...,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Always used this hotel before. Arrived late and found easy to park which was unusual then had to pay £16 to park double what it usually is. Then kept awake all night with the lifts going up and down behind my room writing this report at 4 am to pass the time until 5.30 when my alarm is set. Will not be coming here again cheaper to have bed and breakfast elsewhere with free parking.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"£180, 2 rooms, 2 nights, with breakfast. The Premier Inn up the road charged £180 per night without breakfast for the same days. Travelodge was clean, staff on reception and in the bar/restaurant were lovely. Can't fault it for the price.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Easy bus transport to hotel and got taxi back following early morning, very convenient and pleasant bar/restaurant too with good choice of food, rooms very clean and comfortable too Will certainly use again! ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Nice hotel nice staff   parking prices outrages  bar prices expensive food ok could wiv MORE variety and choice of food  etc friendly staff and helpful  easey to travel to airport on bus out side price £4 gone up ??,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Rip off car parking  £16.00 for 24 hours  There for two days £32..00 It was cheaper to have airport parking  When you book your room add the cost on top ,,if your parking  Otherwise look somewhere else with free parking  Or less  of a charge  Hotel was good no problems there  Travelodge do something about the parking charge  Or I will not be returning I will stay somewhere else ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Value for money is the watchword. Travelogue Gatwick is always cheaper than other hotels. It has a 24hr bar/restaurant. Great rooms and buses every 15mins. Book well in advance for cheaper prices. Buses are £4 pp each way. A pint is £5. Pizza £10,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"On 16 November 2019.  Stayed at the subject Travelodge and was very pleasantly surprised. Cafe was excellent really nice burgers and chips and our waiter Vini was very professional and most helpful, nothing was too much trouble for him.  Accommodation was very clean by far the best of many travelodges we have stayed at.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"The food quality and presentation needs to be overhauled. My wife and I do not eat in when we stay. My wife has some food related issues, and the menu dose not have enough choices for her. The standard of the food as well is very poor, on one occasion is was staying at this travellodge, and a customer had a pizza, it came out looking burnt around the side and on the bottom. I thought it might have been a one of, but have been to other Travelodges and this seems to be the norm. I think they need a lot more training in  Quality of presentation . Me personally I would not put up with this quality of standard .","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"I like to use the Travelodge chain of hotels. They are reasonably priced, no frills hotels with comfortable beds in clean rooms. There was a kettle with a selection of tea bags and instant coffees in the room. Hanging space and a TV. All the basics you'd need.  A bus ran from the hotel to the airport at a cost of £4 making it a handy place to stay if flying from Gatwick.  I'd happily stay there again.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Expensive bus trip, £4 each way for such a short trip is very dear. Room door was wide open when i got there and the previous guest had clearly been sick due to thesmell which i  fairness the cleaners did a fair job for covering the smell.  Avoid the restaurant its rubbish and service is dreadful. Head 8nto Horley for food and drinks is my suggestion.  Ill think more tha  twice before booking again.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"I chose the Travel Lodge as it’s close to the airport and the price for one night was better compared with other hotels in the area. The hotel was recently refurbished and you feel that as soon as you walk in reception. My room all seemed very new and clean. The bed was very comfortable - I slept well! The shower was hot and powerful, though bathroom a little small. Coffee/tea making facilities in the room was a nice touch, in the standard room there is no hairdryer (you can borrow free from reception) however I think it would be great to have a hairdryer in all rooms as standard. I chose to pay extra for the unlimited buffet breakfast in the morning - a nice selection of freshly cooked food plus tea, coffee and juices.  I think check-in is a little late at 3pm and wifi should","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
…,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Stayed here on the evening I flew back home from Portugal.  It took no time to check in, the bar was open 24/7, room and bed comfortable.  Shower hot, breakfast tasty. A great start to the final leg of my journey back home!","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Has to be one of the best hotels at this category. Very good links to Gatwick airport and Three bridges. The room is very good size with double king size bed, no just to single beds joint together. Very clean and fresh. ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Reception OK and helpful, evening food a bit limited and OK, quantity a bit too much if anything. Reasonable price for an airport hotel and met requirements for an overnight stay and very early flight","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Modern, bright, clean and airy hotel close to the airport. I got the shuttle bus to the hotel and had a great dinner in the restaurant area. Great nights sleep, great shower pressure. All in all, excellent value for money.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Good price when booked early. Very clean rooms, powerful shower, friendly staff, spacious bar area. Overall excellent value. ONE issue was the parking charge of £16 per 24 hours. No overnight charge. Bed was comfy, room functional and tv worked and positioned well ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Great value hotel, convenient to the airport and a fantastic view from our sixth floor room. Very comfortable bed and well appointed room. Restaurant was clean with a limited menu but served the purpose. Easy shuttle bus service to airport.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Good points: - close to Gatwick (£6 for a taxi or £4 for the shuttle bus)  - nice open plan area at the bar / kitchen  - can check yourself in using the machines  Bad points: - room was ridiculously hot and the aircon unit would not change to the “cool” setting. After hours of struggling to sleep I eventually went down to reception to moan and all they had to do was press a button (from reception) and the aircon was working in my room. Not sure why you have to request to use the aircon..  - shower was terrible  - room smelt... probably because all of the windows are locked so no fresh air comes in - took us ages to find our room!!! Room 160 is not easy to find and the signs should state you need to walk up the stairs! Not good when you have 2 heavy suitcases each..  - parking,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
…,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Stayed here for one night and was very impressed. Although the room was basic, it was spotlessly clean and comfortable. Had a meal in the restaurant and this was tasty and good value. Staff friendly and helpful. Would certainly stay here again. Great value for money.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Stayed with my husband before flight.  Usual Travelodge standard, helpful and friendly staff.  Disappointed parking could not be booked in advance as it had been before as it has gone over to app only for that.  On arrival discovered that parking charges had doubled to £16 per 24 hours. Ate in the restaurant, nice meal at fairly reasonable cost.  TV available in room, good en suite facilities.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Lovely convenient hotel near to the airport, very spacious rooms and exceptionally clean. Great value for money with unlimited breakfast included. Transfers to and from the airport by regular bus £4 per adult, but it worked  out cheaper for us as a family of 5 to get a taxi, only £10 . We would definitely use this hotel again.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"This hotel has recently been refurbished and given the 'Plus' label, and it's noticeable compared to your regular Travelodges.  On arrival I was having problems paying for parking (£16 for 24 hours, which felt extortionate given we would be parking for less than 10 hours), so went inside to ask how the machine worked.  The young chap on reception suggested using the machine inside the hotel and came out from behind the counter to help.  Ticket purchased and placed on car and then I was able to check-in.  Check-in was efficient and when I was given the key I checked we had a family room and received confirmation it was.  The room was clean and spacious, with a double bed and two camping style beds pushed together.  Although there were 3 adults we chose this arrangement as a cheap","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
…,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"We stayed at Gatwick Airport Central as we were going on holiday and the location of this hotel was ideal. Staff were very friendly and helpful. Room was booked for a good price. Everything was very clean, tidy and presentable. Would definitely stay again 🙂","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"I booked the travelodge following a late flight. I checked the cost of coaches/trains to my home city and due to the exceptional pricing of the hotel it worked out to be cheaper to stay overnight and then travel the following day.  The room was large and comfortable with good facilities and, like every Travelodge, the mattress was heavenly! The restaurant offered a good selection of good value meals and service was great overall.  I was worried that the hotel may be noisy or disruptive due to travellers setting off at all hours but it was not.  ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"This was my first stay at a travel lodge with my sister, we had a room each and everything was made so easy for us, we were welcomed on arrival and the rooms were spotlessly clean and also a TV lovely shower and towels and complimentary coffee and tea in room. The room was the correct temperature and very comfortable beds. I was so impressed that I am returning when I'm next on an overnight stay in Gatwick for two rooms for my son and I. Very affordable. Many thanks travel lodge.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
I encountered a problem when checking in but reception was so busy it took a long time to sort; but it was finally sorted to ny satisfaction. The room was very clean and comfortable and the shower was lovely. I was looking forward to a nice coffee from the Lavazza machine in my room but the cups provided did not fit under the spot of the machine so that was a waste of time!,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Please be aware and make sure you read the small details about parking at the Travelodge we didn’t read the small prints about parking.we arrived at the lodge and about 1.15 am on 30/11/10 and left at about 5.45 am on the same morning and had to pay £16 .,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Although I didn't expect much for the price paid for this hotel, I would at the very least expect the room and bathroom to be clean, with clean bedding and towels. The room was basic, as expected, but was not cleaned properly (there was food on the desk and the carpet was dirty). The bathroom was covered in hairs, there were crumbs on the toilet (???) and the bed was covered in pubic hair (I removed seven). I don't care how cheap it was, I would never stay here again.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Stayed on way home after watching Chelsea play ahead of early morning flight - really great value. Staff friendly, room clean, checkin efficient, close to airport....free tea and coffee all day. At a great price too...","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"A good night's sleep before travel, in a clean and refurbished hotel made for a relaxing flight the next morning. TripAdvisor wouldn't  submit a review unless I used a minimum of 200 characters, so I am filling up the space. For busy people, they might not want to write an essay.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
We decided to stay at Gatwick Central for a flight the following morning.  The ground floor foyer and bar/lounge is amazing.  Not a typical travelodge and gives the impression of a 4 star hotel.  Very clean hotel and with modern facilities.  There is a large paid car park at the front where you could leave your car for the entire holiday and  a shuttle bus to the airport terminals.  Room was spacious and clean with excellent bathroom.  There were two large stains on the bedroom carpet.  Beds and linen as to be expected from Travelodge so their usual high standards.  The air con/ heating would stop every few minutes but I did not report this as we were staying one night. As our young daughter had a cough we were particularly concerned.  The best Travelodge I have stayed at ever! ,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"This hotel is conveniently situated for Gatwick Airport and excellent value for money. I found the staff both courteous and helpful. The hotel also has a restaurant and bar. An example of the type food served in the restaurant is burgers, pizzas, fish and chips and curry with a choice of five desserts. The rooms were very clean and the bed was comfortable. I enjoyed a very pleasant stay and will certainly return. ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Initially the room was fine; I've stayed here before, the last time with my husband, and we had a problem with an old mattress - it dipped in the middle so we kept rolling into each other. We mentioned it to reception the next day, but didn't leave a bad review because we've stayed at this and other Travelodges before and usually find them excellent. However, this time, I had a really bad night's sleep. The heating wouldn't go above 22 degrees (you may think this is fine, and I just got under the covers so no problem). The problem was, it went off completely in the night (according to reception, it always goes off when the temperature reaches a certain level, don't know what the level is because no-one told me of this when I checked in.) So I woke up freezing at about 05:15, I","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
…,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"my itenerary  had me arrive in gatwick at 10pm from kiev, so i thought best to stay around the airport. i chose this hotel  being budget and the fact that i only sleep for few hours . from gatwick there is a shuttle bus to the hotel , it takes around 15 mi and costs 4 uk pounds. check in was quick , i have prepaid the room incl breakfast and wi fi  for 57 uk pounds . my room was on the ground floor , very basic room, basic bathroom  everything no frills, there is no safe in the room.  i didnt expect it to be like ""hilton"" so its ok . the bed was very comfortable , sleep quality good ! i was disappointed with breakfast , they had some bread that isnt fresh , no rolls ! basically butter, jam , some eggs and sausages , very poor meal !!! super minimal ! wi-fi very  spotty , gave up","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
…,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"I booked my stay - without an issue. I checked in - without an issue. I paid for my room AND 24-hr access to wifi - without an issue (though the fact that Travelodge charges for wifi when it's ubiquitous is unprofessional and unethical). In any case, when I checked in, I was able to connect to wifi no problem. When I woke up in the wee hours and tried to check something online, no internet connection. I searched for some means of communicating with the front desk to ask about this. No phone in the room. So, at 1:45 am, I had to get dressed and go to the front desk to advise them of this problem. Don't think I've ever stayed at a hotel ever with no phone in the room. What if there was an emergency? Anyway, the guy at the front desk was helpful even though it wasn't his issue to","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
…,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Either the man in the next room was loud or the soundproofing is non-existent in this hotel. We had very little sleep up on 5th floor as there were loud voices on several occasions. About 3am I think they left and we finally got some sleep.  Lack of fresh air in our room also a problem. No soap in bath dispenser either. Won’t use this hotel again.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
AC was not working and room was freezing. Receptionist said that he will work it from the reception and we insisted to go to a different room. We had only 5 hours to sleep because of that costing £50 !!!,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
I booked my reservation with Travelodge Gatwick and I must say it was an awesome experience. Mr Everton (staff) was very polite and friendly and he made my experience even better. Thank you travelodge,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Good price if booked early for staying at a London airport.  Just snatches defeat from victory for car parking costs and appallingly cooked breakfasts.  Location excellent but some additional training required for staff regarding hospitality standards including how to greet customers.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"This hotel is clean, has excellent facilities, the staff were friendly and it is located superbly for early-morning Gatwick flights. Parking is £16, but given that our family room was less than £50, the parking was more than reasonable. Overall we would definitely stay again! ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Hotel rooms only get cleaned every 3 days. Clean towels and bedding every 3 days. The heating and air con only works if reception turn it on. We had fire alarms go off at 4:15am and there was 1 member of staff standing in the car park, no roll call done, the staff member did not know who was in or out of their rooms. People were still going back to their rooms while the alarm was going off and before the fire brigade arrived but no one from Travelodge stopped them from doing this. There seems to be a lack of training for all staff. You have to pay for parking but the minimum you can pay for is £16 for 24 hours. DO NOT BOTHER STAYING HERE UNLESS YOU ARE VERY DESPERATE. ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Although we thought the price of the room was acceptable, £29.99, the airport transfers added another £16 for two people, making our stay effectively £45, without any food.  In future I would prefer to stay closer to airport and not pay for a bus.   On arrival, the automatic check-in machines were not working, although receptionists seemed efficient.  Our room was fine, cheap and cheerful, no frills, decent shower, clean.  Why do you only get half an hour free WiFi?  Why should we have to pay?  I’ve stayed in much smaller non-chain hotels at home and abroad where wifi is totally free.  At 4am the fire alarm went off.  At first we thought it was the smoke alarm.  There were no staff around to give advice or help.  Guests assembled in reception, there were no staff anywhere.  We","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
…,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"A lovely hotel close to the Airport, goid shuttle service to and from the Airport.  Has a restaurant and 24 he food service.  Good for an overnight stay!!!! Easy to get to, by taxi or the shuttle bus which runs regularly and drops you right to the hotel door.  Lovely big clean room and a well maintained hotel, great for short stays and for families.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"We’ve stayed here three times now. Rooms are great value for the money and the hotel is very close to the airport, which is incredibly convenient. For the money, it is difficult to complain.  The staff and friendly, but appear a little disorganised. The rooms aren’t very sound proof either. We heard some children screaming in the hallway which woke us up. And could hear the person next door taking their shower.  And some rooms on the first floor aren’t accessible via an elevator. They have a `second’ first floor, which requires you to walk down a long corridor and up some stairs. That’s fine if you don’t have suitcases with you!  Overall, great value. Rooms are clean and beds are comfy. Just some minor annoyances.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"I was travelling from Gatwick airport today and was disgusted at what i witnessed, a women called ""Emma"" for whom looked like the manager was speaking to her staff as if they weren't human, in all my years i would never think a manager would abuse her power on such a scale to force a member of her staff to walk out, Disgraceful! not only that she did not smile once or welcome any customer who was checking in. Im not sure what kind of hotel would let there staff be treated like that but from what i have seen i will not be returning to Travelogue and i will be shocked if they still have staff by the new years.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"I was arriving late and exiting early. Staff were helpful and the room was clean and warm. WiFi was fine and there was a 24hour Bar, which was great, as I just wanted to have a glass of wine before bed","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Room, reception staff excellent, perfect location for Gatwick Airport. Good value for money. Restaurant experience not so good, had to wait 15 minutes before we had a drink, 25 minute wait for posh fish finger sandwich which was disgusting.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Fire alarms and non existent early breakfast It’s understandable that nothing can be done about the fire alarm going off at 4am but the fire was caused by an portable electric heater in a bedroom. In this day and age why are they in the rooms anyway? So having stood in the car park with mothers with baby’s wrapped up in blankets trying to prevent them from being cold, we were eventually allowed back to our rooms, giving up on going back to bed due to an impending early flight I packed my case and headed down for the continental breakfast. What a joke. 1 shrivelled up croissant and stale bread for toast. The place looked like a bomb had dropped on it. The coffee machine delivered a Luke warm cup of mud. The juice machine delivered yellow water. Don’t know where any of the staff","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
…,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"This hotel was very easy to get to from the airport, the instruction were easy to follow. I was very pleased the room, it was clean and warm there were tea making facilities. My only complaint is that the wifi was only free for 30 mins and there was no hair dryer.   ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Stayed in SuperRoom which was very comfortable and the extra touches were good. Would score 10/10 were it not for the surprise parking charges which weren’t very obvious on booking. The min overnight charge is £16. That said, I thought it was still good value","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Room clean, breakfast decent, bed comfortable. The problem is the room is freezing. On informing reception after a cold night I got a broken heater which needed to be replaced. I was told that I can change rooms for my 2nd night if the problem was not fixed. I called ahead before my 2nd night and was told the room temperature was 25 and they put it up to 27. I expected to arrive back to a warm room but it was 19 degrees and the floor was freezing. I was moved to a different room and it's 22 degrees which is only slightly better. The heater is throwing out cold air so I can't use it. I called reception to see if they could please get me a portable heater and despite 4 people on reception there's no one to answer the phone.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"The room was very cold and the heating ineffective.There were other problems: post code didn't take me to the hotel; systems down on arrival so checkin was very slow (the Receptionist seemed to be doing her bed single-headedly in difficult circumstances); parking very expensive; car park payment machine not functioning so necessary to use one outside in the dark and cold which operated very slowly. But the main issue was a long, cold night in a cold bed and virtually unheated room. I would not return.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"great staff very helpful and friendly, room was good and clean with everything i needed in it . great value for money for the room, and the food was good too, very quick service. would recommend to freinds and family","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Worst place to stay ! Quilt fitted sideways in cover no heating in the room hotel wont accept cash food was terrible room was very noisy kitchen staff very rude was woke up by false fire alarms at 4-45 am stood outside for over 2 hours and not even a coffee offered or apology at 10.05 am we had no access to any food anywere after having worst night sleep ever no heating in the room it was colder than a fridge we reported this but nothing was done there was no milk to make a coffee and none at reception fire brigade said the alarms are always going off for no reason never again would we stay at a Travel Lodge,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Charges £16 per night to park outside without advance warning if you haven't gone for the sleep and park deal thing. Lobby smells like a pub from the 70's. Loud heating system kept me awake all night - sounded like a (poorly maintained) spaceship was trying to take off. Charges for WiFi in this day and age?!!! Get a nice BnB. Avoid.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
convenient overnight stay for a very early morning flight. basic but comfortable and friendly staff. very good transfer options to the airport. didn't have breakfast as early flight. shower was too small.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Great price, very nice hotel, only one very minor negative, don’t drink in the bar if you are not used to paying top prices, it’s expensive, but then you are virtually in the airport so it’s to be expected although a little shocking when you’re asked for £14 for a Pint and a VAT, the food in the bar was well presented although a small for me. the room was excellent clean and comfortable, great shower in the morning, the receptionist when we arrived was superb, sadly we don’t have her name and when we checked out at 5AM the next morning she wasn’t on, but she was extremely professional, curtious and helpful as well as polite.  Thank you Travel lodge for a restful evening.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Well I would not degrade this hotel but if you choose this place, especially Gatwick Airport Central, be my guest at your own risk! Our room wasn't cleaned but we were still charged. Our bathroom started leaking and smelt stingy (which we eventually demanded to change of course (rooms)). 30 minutes free Wifi every 24 hours if you forget to take your master or credit card..... OMG! It was something crazy believe me","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Basic but clean and comfortable. All the staff that dealt with me we're pleasant and professional. Nice and quiet so I slept well. The breakfast was very good. I will definitely stay again when I have to overnight at Gatwick.                        ,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Clean, comfortable quiet. Unable to find any negatives about my stay. Excellent value for the price I paid. I wouldn’t stay anywhere else when travelling to/from Gatwick airport. I would highly recommended a stay here","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Gatwick Airport Travelodge  I stayed only 1 night, the room was cleaned and well maintained, all be it a little warm, turning off the air con help that lol, the food was hot and filling but a little expensive, that’s expected because of where it is, the shuttle bus was quick and efficient from bus stop 9 (where people usually get dropped off in a car) £4 each way!!  The bed was comfortable and warm, relaxing evening.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
The room was very cold on entering and no one told me the aircon wasn’t operational. I never realised that a portable electric heater had been left in the room until the next day so i slept in a cold room...,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Plenty of parking, spacious hotel. Queues for self check but wouldn’t give out keys so had to queue again.  Staff uninterested in customers and wouldn’t engage in conversation.  Bar area nice spacious and welcoming.  Loud within the hotel but what you expect from an airport hotel when people coming and going at all times","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Stayed with Travel Lodge for a total of 5 nights in November and December, pre our winter holiday and post holiday, as I live in Norway, as always Travel lodge offered great prices, and we have stayed many times in this hotel, so know exactly what we are going to get, great room, really comfy bed, and the showers always had Hot Water, the good thing about Travel Lodge is simple, price brilliant, and you know what you are going to get,","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"I stayed here for a couple of nights for a business trip. The staff were pleasant and the room was comfortable and overall the stay offered great value. Rooms here appeared larger than average and were nicely finished with good bathrooms.  Breakfast wasn't cheap but it was convenient and offered a good selection so I would buy again in the future.  Dinner would be best avoided as the quality of the food was poor (my fish and chips contained very little fish), however it was served quickly and politely so if you just want something easy it's an option - pudding however was delicious and is highly recommended!  Parking is again not cheap, but given the location and the very low room price it works out okay overall so it's worth it for the ease.  Overall, I'd happily stay again,","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
…,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"I could not fault Travel Lodge Hotel i enjoyed my time there the breakfast was good (except for the thin slices of mushrooms).  Staff were always available and the rooms were clean and tidy, would stay there again.  There is a public bus stop just outside the hotel which takes you to Gatwick if you do not want to use their shuttle.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
I give this a 100% from the time we booked in and to the catering staff polite helpful and caring AWESOME this has been a fantastic relaxing evening before we fly out for a long awaited holiday it’s a shame our flight is so early and we will miss the breakfast always a treat with Travelodge,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Turned up early for check in and charged £10 for the privilege, although no refund for checking out early , room was ok but not very clean , Heater wasn’t working, staff informed but wasn’t rectified before we left , room was draughty and cold and very small but for the price we paid we sort of expected this . ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Perfect hotel for early flight from Gatwick. Clean, quiet and welcoming. Good value and good Shuttle Bus service to airport. Restaurant dinner menu is limited but provides adequate food.  I will go again.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
